nohup: ignoring input
2025-09-17 14:41:24,282 - API_Server - INFO - 主进程启动，初始化Embedding模型...
2025-09-17 14:41:24,283 - API_Server - INFO - 开始初始化全局Embedding模型管理器...
2025-09-17 14:41:24,283 - EmbeddingModelManager - INFO - 开始初始化全局Embedding模型管理器...
2025-09-17 14:41:24,357 - EmbeddingModelManager - INFO - 已清理GPU显存缓存
2025-09-17 14:41:24,357 - EmbeddingModelManager - INFO - 加载 Embedding 模型: models/multilingual-e5-large
2025-09-17 14:41:24,357 - EmbeddingModelManager - INFO - 检测到GPU，尝试使用GPU运行embedding模型
2025-09-17 14:41:25,018 - datasets - INFO - PyTorch version 1.12.1+cu113 available.
2025-09-17 14:41:25,018 - datasets - INFO - Duckdb version 1.3.1 available.
2025-09-17 14:41:25,197 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: models/multilingual-e5-large
2025-09-17 14:41:28,001 - EmbeddingModelManager - INFO - Embedding 模型加载成功，运行设备: cuda
2025-09-17 14:41:28,001 - EmbeddingModelManager - INFO - 初始化向量数据库连接: data/vector_data
2025-09-17 14:41:29,214 - EmbeddingModelManager - INFO - 向量数据库连接初始化成功
2025-09-17 14:41:29,214 - EmbeddingModelManager - INFO - 全局Embedding模型管理器初始化完成！
2025-09-17 14:41:29,214 - API_Server - INFO - 全局Embedding模型管理器初始化完成！
2025-09-17 14:41:29,214 - API_Server - INFO - 启动RAG队列服务（单线程，FIFO）...
2025-09-17 14:41:29,214 - queue_server - INFO - 正在启动 RAG 服务，将创建 1 个工作线程...
2025-09-17 14:41:29,214 - queue_server - INFO - 初始化 RAG-Worker-1
2025-09-17 14:41:29,214 - queue_server - INFO - RAG-Worker-1 启动。
2025-09-17 14:41:29,214 - queue_server - INFO - RAG 服务启动完毕。
2025-09-17 14:41:29,214 - API_Server - INFO - RAG队列服务启动完成
2025-09-17 14:41:29,214 - API_Server - INFO - 启动Flask服务...
 * Serving Flask app 'main'
 * Debug mode: on
2025-09-17 14:41:29,219 - werkzeug - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://172.16.171.111:5001
2025-09-17 14:41:29,219 - werkzeug - INFO - [33mPress CTRL+C to quit[0m
2025-09-17 15:51:24,248 - werkzeug - INFO - 34.79.78.134 - - [17/Sep/2025 15:51:24] "[33mGET / HTTP/1.1[0m" 404 -
2025-09-17 16:46:03,619 - api_qa_sse - INFO - 收到SSE请求<Request 'http://localhost:5001/sse/stream_qa?session_id=172cc8ea-fa8d-4c3f-9062-732fc80c840d&agent_type=japan&query=当前监测显示：DO%3D3.4+mg/L，比昨日下降了+0.8+单位，pH%3D8.0，水温+28.5°C。请问是否需要立即调整供氧或循环策略？如果需要，应优先采取哪些操作？&config={"rag":+{"collection_name":+"japan_shrimp",+"topk_single":+5,+"topk_multi":+5},+"mode":+"single",+"single":+{"temperature":+0.4,+"system_prompt":+"你是一个领域专家，你的任务是根据用户的问题，结合增强检索后的相关知识，给出专业的回答。",+"max_tokens":+10000}}' [GET]>
2025-09-17 16:46:03,620 - api_qa_sse - INFO - 收到SSE请求 - Session ID: 172cc8ea-fa8d-4c3f-9062-732fc80c840d, Query: 当前监测显示：DO=3.4 mg/L，比昨日下降了 0.8 单位，pH=8.0，水温 28.5°C。请问是否需要立即调整供氧或循环策略？如果需要，应优先采取哪些操作？, Agent Type: japan
2025-09-17 16:46:03,620 - werkzeug - INFO - 127.0.0.1 - - [17/Sep/2025 16:46:03] "GET /sse/stream_qa?session_id=172cc8ea-fa8d-4c3f-9062-732fc80c840d&agent_type=japan&query=当前监测显示：DO%3D3.4+mg/L，比昨日下降了+0.8+单位，pH%3D8.0，水温+28.5°C。请问是否需要立即调整供氧或循环策略？如果需要，应优先采取哪些操作？&config={"rag":+{"collection_name":+"japan_shrimp",+"topk_single":+5,+"topk_multi":+5},+"mode":+"single",+"single":+{"temperature":+0.4,+"system_prompt":+"你是一个领域专家，你的任务是根据用户的问题，结合增强检索后的相关知识，给出专业的回答。",+"max_tokens":+10000}} HTTP/1.1" 200 -
2025-09-17 16:46:03,620 - api_qa_sse - INFO - 发送初始消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:03", "agent_type": "japan", "message_id": "2aa4400d-bee8-4958-b702-c4063162b54e", "content": "开始处理查询: '当前监测显示：DO=3.4 mg/L，比昨日下降了 0.8 单位，pH=8.0，水温 28.5°C。请问是否需要立即调整供氧或循环策略？如果需要，应优先采取哪些操作？'", "data": {"status": "started"}}
2025-09-17 16:46:03,620 - Orchestrator - INFO - Orchestration mode=single
2025-09-17 16:46:03,661 - Langchain_RAG - INFO - 使用全局模型管理器获取预加载的模型...
2025-09-17 16:46:03,661 - Langchain_RAG - INFO - 模型管理器状态检查: 129121443221552
2025-09-17 16:46:03,661 - Langchain_RAG - INFO - 全局模型管理器初始化状态: True
2025-09-17 16:46:03,661 - Langchain_RAG - INFO - 从全局模型管理器获取模型成功
2025-09-17 16:46:03,661 - EmbeddingModelManager - INFO - 开始获取向量数据库客户端
2025-09-17 16:46:03,661 - EmbeddingModelManager - INFO - 获取到向量数据库客户端
2025-09-17 16:46:03,661 - EmbeddingModelManager - INFO - 开始连接集合: japan_shrimp
2025-09-17 16:46:03,661 - EmbeddingModelManager - INFO - 连接到现有集合: japan_shrimp
2025-09-17 16:46:04,630 - EmbeddingModelManager - INFO - 向量存储实例创建成功: japan_shrimp
2025-09-17 16:46:04,630 - Langchain_RAG - INFO - 从全局模型管理器获取向量存储: japan_shrimp
2025-09-17 16:46:04,630 - Langchain_RAG - INFO - (async) 检索中: '当前监测显示：DO=3.4 mg/L，比昨日下降了 0.8 单位，pH=8.0，水温 28.5°C。请问是否需要立即调整供氧或循环策略？如果需要，应优先采取哪些操作？' (top-5)
2025-09-17 16:46:04,630 - queue_server - INFO - 提交任务(带Future) ID: c03c6752-b0d3-43ee-a50b-81a582b6d47d 到队列。
2025-09-17 16:46:04,630 - queue_server - INFO - RAG-Worker-1 正在处理请求 ID: c03c6752-b0d3-43ee-a50b-81a582b6d47d
2025-09-17 16:46:04,632 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:04", "agent_type": "japan", "message_id": "a49c9dc7-d472-4908-a1cb-d5a9ab27cf69", "content": "查询中，智能体正在执行第1步", "data": {"status": "processing", "step": 1, "response": {"agent_type": "single_agent_rag", "status": "queued", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "message": "RAG 检索任务已排队，等待执行"}}}
2025-09-17 16:46:04,663 - queue_server - INFO - RAG-Worker-1 完成请求 ID: c03c6752-b0d3-43ee-a50b-81a582b6d47d
2025-09-17 16:46:04,663 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:04", "agent_type": "japan", "message_id": "e6136cf8-da91-46c8-82c8-e917ce0188a0", "content": "查询中，智能体正在执行第2步", "data": {"status": "processing", "step": 2, "response": {"agent_type": "single_agent_rag", "status": "started", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "message": "RAG 检索 已完成"}}}
2025-09-17 16:46:04,663 - SingleAgent - INFO - 检索到的是[Document(metadata={'piece_num': 1, 'source': '操作日志', '_id': 'e2abaf51-09ee-420e-919b-fd94e76eb7bc', '_collection_name': 'japan_shrimp'}, page_content='7月31日星期四，晴，气温23～31摄氏度。一号池正常运行。水温30.2摄氏度，pH7.42，氨氮0，亚硝酸盐0.5-1mg/L。循环运行。清理物理过滤器。二号池运转正常。水温30.7摄氏度，pH7.48，氨氮0，亚硝酸盐0-0.5。浓缩污水上清液返流系统工作正常，并清洗污水桶。清洗物理过滤器。每日关键点总结：1号池水质又有波动，故减少喂食。2号池昨日喂食量增加后水质稍有变差，故今日恢复之前投食量2200g。检查所有运转中设备，不漏水.不断气.没有断电风险。'), Document(metadata={'piece_num': 1, 'source': 'data/raw_data/japan_shrimp/循环水南美白对虾养殖系统设计及操作手册张驰v3.0.pdf', '_id': '4a5ec3c5-faf4-41f6-99f4-c863158451a4', '_collection_name': 'japan_shrimp'}, page_content='保证几乎所有的生物载体被充分搅动起来，保证水力关系合理，使尽量多的生物载体处理流进生物滤池的水。图2刚刚放入的生物载体，白色；图3运行三个月后的生物载体，棕黄色。'), Document(metadata={'piece_num': 1, 'source': '操作日志', '_id': 'd1927fc0-7b15-406e-bc8c-c7c2c66e2f34', '_collection_name': 'japan_shrimp'}, page_content='7月16日星期三，雨，气温24～28摄氏度。一号池运转正常。水温28.7摄氏度，pH7.76，氨氮0，亚硝酸盐0。循环运行。清理物理过滤器。二号池运转正常。水温28.9摄氏度，pH7.84，氨氮0，亚硝酸盐0。浓缩污水上清液返流系统工作正常，并清洗污水桶。清洗物理过滤器。每日关键点总结：1，2号池喂食盘未有剩食，保持投食量至1200g，继续观察。两个水池分别添加石灰乳800mL。检查所有运转中设备，不漏水.不断气.没有断电风险。'), Document(metadata={'piece_num': 1, 'source': 'data/raw_data/japan_shrimp/循环水南美白对虾养殖系统设计及操作手册张驰v3.0.pdf', '_id': '74d10ca7-d9aa-42bb-b6e8-ed4217f53fc4', '_collection_name': 'japan_shrimp'}, page_content='还可以考虑在养殖后期，将淡化养殖的成虾，通过短暂的盐化养殖，起到增加食用口感，减少寄生虫的作用。（专利申请中。温度建议每日测试，温度变化会影响虾类的摄食活动和活力。一般最适温度为28~32摄氏度。在夏季大棚，水温一般能维持在30摄食左右，非常适合虾类生长。在关东地区，温度从11月份开始下降，至水温20摄氏度左右，虾类已减少进食，温度低于20摄氏度，每日约有5~10%的虾死亡。溶解氧至少需要保证在4.0mg/L以上，保证在5.0~8.0mg/L是最适的。溶解氧是保证虾存活最快速被反应的指标，这意味着如果溶解氧低于下限（通常是1.0mg/L）一小时甚至数分钟，会导致虾窒息死亡。溶解氧的监测使用溶解氧仪，使用较方便。但需考虑溶解氧降低时该如何提高溶解氧，特别在曝气充足情况下。本次养殖过程中溶解氧曾被监测到非常低（低于2.0mg/L）的数值，该数值一般认为会导致虾类死亡。本次采用更换使用大型曝气机和增加曝气盘数量解决。如果在养殖过程中发现溶解氧有持续降低的趋势，或者测得数值有异常，需要在不同点位，使用不同的溶解氧仪重复测量，确保测试数值准确。日常养殖的正常溶解氧过低可能是由于养殖密度过高、水体内耗氧微生物繁殖过于强烈造成，可以通过增加曝气盘，增加溶解氧效率如使用新的曝气盘或使用微纳米气泡技术甚至纯氧曝气解决。在工厂化养殖条件下，溶解氧被认为是一个需要被不间断监测的指标。从现有大型工厂化养殖的公开信息中看到，温度，溶解氧，甚至pH和盐度都被实时在线监测。'), Document(metadata={'piece_num': 1, 'source': '操作日志', '_id': 'f58284f0-7fe7-495c-af30-82378d9ef492', '_collection_name': 'japan_shrimp'}, page_content='8月7日星期四，雨转晴，气温25～32摄氏度。一号池正常运行。水温31.3摄氏度，pH7.50，氨氮0，亚硝酸盐0.25-0.5。循环运行。清理物理过滤器。二号池运转正常水温31.4摄氏度，pH7.50，氨氮0，亚硝酸盐0。浓缩污水上清液返流系统工作正常，并清洗污水桶。清洗物理过滤器。每日关键点总结：清洗1、2号池污水回流池。1号池水质恢复，恢复每天喂食1600g。2号池增加喂食量至3000g。搭建淡化池并运行。检查所有运转中设备，不漏水.不断气.没有断电风险。')]
2025-09-17 16:46:06,603 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2025-09-17 16:46:07,103 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:07", "agent_type": "japan", "message_id": "6a9d11f4-c71a-48c7-9619-751490f6bd6f", "content": "查询中，智能体正在执行第3步", "data": {"status": "processing", "step": 3, "response": {"agent_type": "single_agent_rag", "status": "in_progress", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "agent_response": "根据"}}}
2025-09-17 16:46:07,119 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:07", "agent_type": "japan", "message_id": "ba50031c-9df5-4360-9af9-5f69e6ee437d", "content": "查询中，智能体正在执行第4步", "data": {"status": "processing", "step": 4, "response": {"agent_type": "single_agent_rag", "status": "in_progress", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "agent_response": "你"}}}
2025-09-17 16:46:07,130 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:07", "agent_type": "japan", "message_id": "71b9f7c6-94b2-4c1e-a329-f07020b796b8", "content": "查询中，智能体正在执行第5步", "data": {"status": "processing", "step": 5, "response": {"agent_type": "single_agent_rag", "status": "in_progress", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "agent_response": "给"}}}
2025-09-17 16:46:07,157 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:07", "agent_type": "japan", "message_id": "d804af91-42b6-42d2-9c6a-17ce3d938b48", "content": "查询中，智能体正在执行第6步", "data": {"status": "processing", "step": 6, "response": {"agent_type": "single_agent_rag", "status": "in_progress", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "agent_response": "定"}}}
2025-09-17 16:46:07,175 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:07", "agent_type": "japan", "message_id": "f761226c-c278-44b4-aea2-a5371c83336a", "content": "查询中，智能体正在执行第7步", "data": {"status": "processing", "step": 7, "response": {"agent_type": "single_agent_rag", "status": "in_progress", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "agent_response": "的"}}}
2025-09-17 16:46:07,201 - api_qa_sse - INFO - 发送消息: {"session_id": "172cc8ea-fa8d-4c3f-9062-732fc80c840d", "timestamp": "16:46:07", "agent_type": "japan", "message_id": "68a288eb-335d-4d8c-9733-868bc489995f", "content": "查询中，智能体正在执行第8步", "data": {"status": "processing", "step": 8, "response": {"agent_type": "single_agent_rag", "status": "in_progress", "request_id": "c03c6752-b0d3-43ee-a50b-81a582b6d47d", "agent_response": "监"}}}
